what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849230027
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849396621
activated,view,org.eclipse.ui.navigator.resources,3.4.200.I20100601-0800,"org.eclipse.ui.navigator.ProjectExplorer",1287849402386
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849411824
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849453933
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849461136
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849505723
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849507879
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509036
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849509082
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1287849509082
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1287849509082
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509082
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509114
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509192
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509254
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509270
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509364
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509442
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509504
closed,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849509629
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849514161
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849547739
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849547832
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849554364
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1287849554379
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.100.v201004290328,"org.eclipse.wst.xsl.debug.ui",1287849555723
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849561879
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849575426
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849575504
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849581379
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1287849581379
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849585582
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849593332
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.newWizard",1287849593348
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849593614
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1287849601801
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\types\\.svn' containing working copy admin area is missing\n",1287849604661
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\temp\\.svn' containing working copy admin area is missing\n",1287849604692
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\visitor\\.svn' containing working copy admin area is missing\n",1287849605676
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\test\\.svn' containing working copy admin area is missing\n",1287849605692
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\syntaxtree\\.svn' containing working copy admin area is missing\n",1287849605692
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\visitor\\.svn' containing working copy admin area is missing\n",1287849605911
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\types\\.svn' containing working copy admin area is missing\n",1287849605926
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\temp\\.svn' containing working copy admin area is missing\n",1287849605942
error,log,,,"org.tigris.subversion.javahl.ClientException: Working copy not locked; this is probably a bug, please report\nsvn: Directory 'E:\\java\\default project\\bin\\syntaxtree\\.svn' containing working copy admin area is missing\n",1287849606004
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1287849613614
